#,Type,Date/Time,Signal,Symbol,Price,Roll Over Amt (USD),Profit/Loss,Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage
512,Buy,7/3/2019 12:00,Easy_LE,@ES,"$3,000.00 ",$0.00 ,4,"($3,800.00)",-0.63%,"$1,300.00 ",25.00%,,$0.00 ,$0.00 
,Sell,7/5/2019 10:30,_LX..,@ES,"$2,981.00 ",,"($3,800.00)","$165,250.00 ",,"($3,900.00)",1.92%,-73.08%,$0.00 ,$0.00 
513,Buy,7/10/2019 10:00,Easy_LE,@ES,"$3,010.00 ",$0.00 ,4,"($2,150.00)",-0.36%,$250.00 ,7.04%,,$0.00 ,$0.00 
,Sell,7/11/2019 14:30,Easy_SX,@ES,"$2,999.25 ",,"($2,150.00)","$163,100.00 ",,"($3,300.00)",32.39%,-60.56%,$0.00 ,$0.00 
514,Buy,7/12/2019 11:00,Easy_LE,@ES,"$3,011.75 ",$0.00 ,4,"$1,500.00 ",0.25%,"$2,950.00 ",92.19%,,$0.00 ,$0.00 
,Sell,7/15/2019 12:00,Easy_SX,@ES,"$3,019.25 ",,"$1,500.00 ","$164,600.00 ",,($250.00),54.69%,46.88%,$0.00 ,$0.00 
515,Buy,7/18/2019 15:30,Easy_LE,@ES,"$3,000.50 ",$0.00 ,4,"$2,350.00 ",0.39%,"$5,300.00 ",59.89%,,$0.00 ,$0.00 
,Sell,7/25/2019 10:00,_LX..,@ES,"$3,012.25 ",,"$2,350.00 ","$166,950.00 ",,"($3,550.00)",66.67%,26.55%,$0.00 ,$0.00 
516,Buy,7/26/2019 12:30,Easy_LE,@ES,"$3,029.00 ",$0.00 ,4,($550.00),-0.09%,"$1,100.00 ",39.29%,,$0.00 ,$0.00 
,Sell,7/29/2019 12:30,Easy_SX,@ES,"$3,026.25 ",,($550.00),"$166,400.00 ",,"($1,700.00)",41.07%,-19.64%,$0.00 ,$0.00 
517,Buy,7/30/2019 16:00,Easy_LE,@ES,"$3,019.50 ",$0.00 ,4,"($4,500.00)",-0.75%,$800.00 ,6.61%,,$0.00 ,$0.00 
,Sell,8/1/2019 10:00,Easy_SX,@ES,"$2,997.00 ",,"($4,500.00)","$161,900.00 ",,"($11,300.00)",56.20%,-37.19%,$0.00 ,$0.00 
518,Buy,8/1/2019 11:00,Easy_LE,@ES,"$3,012.75 ",$0.00 ,4,"($9,950.00)",-1.65%,"$1,300.00 ",10.24%,,$0.00 ,$0.00 
,Sell,8/1/2019 14:30,c_LX...,@ES,"$2,963.00 ",,"($9,950.00)","$151,950.00 ",,"($11,400.00)",11.42%,-78.35%,$0.00 ,$0.00 
519,Buy,8/6/2019 12:00,Easy_LE,@ES,"$2,863.75 ",$0.00 ,4,"($4,400.00)",-0.77%,"$5,000.00 ",41.32%,,$0.00 ,$0.00 
,Sell,8/7/2019 10:00,_LX..,@ES,"$2,841.75 ",,"($4,400.00)","$147,550.00 ",,"($7,100.00)",22.31%,-36.36%,$0.00 ,$0.00 
520,Buy,8/13/2019 11:00,Easy_LE,@ES,"$2,931.00 ",$0.00 ,4,"($8,200.00)",-1.40%,"$2,250.00 ",18.29%,,$0.00 ,$0.00 
,Sell,8/14/2019 10:00,_LX..,@ES,"$2,890.00 ",,"($8,200.00)","$139,350.00 ",,"($10,050.00)",15.04%,-66.67%,$0.00 ,$0.00 
521,Buy,8/15/2019 13:00,Easy_LE,@ES,"$2,851.50 ",$0.00 ,2,"$3,500.00 ",1.23%,"$3,500.00 ",61.95%,,$0.00 ,$0.00 
,Sell,8/16/2019 10:30,T1_LX...,@ES,"$2,886.50 ",,"$3,500.00 ","$142,850.00 ",,"($2,150.00)",100.00%,61.95%,$0.00 ,$0.00 
522,Buy,8/15/2019 13:00,Easy_LE,@ES,"$2,851.50 ",$0.00 ,2,"$6,150.00 ",2.16%,"$8,575.00 ",79.95%,,$0.00 ,$0.00 
,Sell,8/20/2019 10:00,_LX..,@ES,"$2,913.00 ",,"$6,150.00 ","$149,000.00 ",,"($2,150.00)",77.39%,57.34%,$0.00 ,$0.00 
523,Buy,8/21/2019 12:30,Easy_LE,@ES,"$2,930.50 ",$0.00 ,4,"($3,900.00)",-0.67%,"$2,850.00 ",40.14%,,$0.00 ,$0.00 
,Sell,8/22/2019 11:00,_LX..,@ES,"$2,911.00 ",,"($3,900.00)","$145,100.00 ",,"($4,250.00)",4.93%,-54.93%,$0.00 ,$0.00 
524,Buy,8/26/2019 12:30,Easy_LE,@ES,"$2,881.00 ",$0.00 ,4,($200.00),-0.03%,"$4,700.00 ",66.67%,,$0.00 ,$0.00 
,Sell,8/27/2019 11:30,_LX..,@ES,"$2,880.00 ",,($200.00),"$144,900.00 ",,"($2,350.00)",30.50%,-2.84%,$0.00 ,$0.00 
525,Buy,8/28/2019 11:30,Easy_LE,@ES,"$2,889.50 ",$0.00 ,2,"$3,500.00 ",1.21%,"$3,500.00 ",87.50%,,$0.00 ,$0.00 
,Sell,8/29/2019 10:00,T1_LX...,@ES,"$2,924.50 ",,"$3,500.00 ","$148,400.00 ",,($500.00),100.00%,87.50%,$0.00 ,$0.00 
526,Buy,8/28/2019 11:30,Easy_LE,@ES,"$2,889.50 ",$0.00 ,2,"$3,200.00 ",1.11%,"$5,725.00 ",91.97%,,$0.00 ,$0.00 
,Sell,8/30/2019 11:30,_LX..,@ES,"$2,921.50 ",,"$3,200.00 ","$151,600.00 ",,($500.00),59.44%,51.41%,$0.00 ,$0.00 
527,Buy,9/4/2019 11:30,Easy_LE,@ES,"$2,935.50 ",$0.00 ,2,"$3,550.00 ",1.21%,"$3,550.00 ",95.95%,,$0.00 ,$0.00 
,Sell,9/5/2019 10:00,T1_LX...,@ES,"$2,971.00 ",,"$3,550.00 ","$155,150.00 ",,($150.00),100.00%,95.95%,$0.00 ,$0.00 
528,Buy,9/4/2019 11:30,Easy_LE,@ES,"$2,935.50 ",$0.00 ,2,"$5,375.00 ",1.83%,"$5,600.00 ",97.39%,,$0.00 ,$0.00 
,Sell,9/6/2019 13:30,Easy_SX,@ES,"$2,989.25 ",,"$5,375.00 ","$160,525.00 ",,($150.00),96.09%,93.48%,$0.00 ,$0.00 
529,Buy,9/11/2019 11:30,Easy_LE,@ES,"$2,993.25 ",$0.00 ,4,"$3,550.00 ",0.59%,"$5,100.00 ",100.00%,,$0.00 ,$0.00 
,Sell,9/12/2019 10:00,_LX..,@ES,"$3,011.00 ",,"$3,550.00 ","$164,075.00 ",,$0.00 ,69.61%,69.61%,$0.00 ,$0.00 
530,Buy,9/16/2019 15:00,Easy_LE,@ES,"$3,004.50 ",$0.00 ,4,($200.00),-0.03%,$400.00 ,29.63%,,$0.00 ,$0.00 
,Sell,9/17/2019 10:00,Easy_SX,@ES,"$3,003.50 ",,($200.00),"$163,875.00 ",,($950.00),55.56%,-14.81%,$0.00 ,$0.00 
531,Buy,9/19/2019 11:00,Easy_LE,@ES,"$3,023.25 ",$0.00 ,4,"($5,750.00)",-0.95%,$900.00 ,10.98%,,$0.00 ,$0.00 
,Sell,9/23/2019 10:30,Easy_SX,@ES,"$2,994.50 ",,"($5,750.00)","$158,125.00 ",,"($7,300.00)",18.90%,-70.12%,$0.00 ,$0.00 
532,Buy,9/23/2019 14:00,Easy_LE,@ES,"$3,001.50 ",$0.00 ,4,($650.00),-0.11%,"$2,200.00 ",66.67%,,$0.00 ,$0.00 
,Sell,9/24/2019 11:30,Easy_SX,@ES,"$2,998.25 ",,($650.00),"$157,475.00 ",,"($1,100.00)",13.64%,-19.70%,$0.00 ,$0.00 
533,Buy,9/25/2019 13:30,Easy_LE,@ES,"$2,979.25 ",$0.00 ,4,"($1,550.00)",-0.26%,"$3,150.00 ",57.27%,,$0.00 ,$0.00 
,Sell,9/26/2019 12:00,Easy_SX,@ES,"$2,971.50 ",,"($1,550.00)","$155,925.00 ",,"($2,350.00)",14.55%,-28.18%,$0.00 ,$0.00 
534,Buy,9/27/2019 11:30,Easy_LE,@ES,"$2,988.50 ",$0.00 ,4,"($4,700.00)",-0.79%,$200.00 ,3.28%,,$0.00 ,$0.00 
,Sell,9/27/2019 14:00,c_LX...,@ES,"$2,965.00 ",,"($4,700.00)","$151,225.00 ",,"($5,900.00)",19.67%,-77.05%,$0.00 ,$0.00 
535,Buy,9/30/2019 11:30,Easy_LE,@ES,"$2,983.00 ",$0.00 ,4,"($5,800.00)",-0.97%,"$2,850.00 ",30.48%,,$0.00 ,$0.00 
,Sell,10/1/2019 12:30,Easy_SX,@ES,"$2,954.00 ",,"($5,800.00)","$145,425.00 ",,"($6,500.00)",7.49%,-62.03%,$0.00 ,$0.00 
536,Buy,10/3/2019 13:00,Easy_LE,@ES,"$2,905.25 ",$0.00 ,2,"$3,500.00 ",1.20%,"$3,500.00 ",89.17%,,$0.00 ,$0.00 
,Sell,10/4/2019 12:00,T1_LX...,@ES,"$2,940.25 ",,"$3,500.00 ","$148,925.00 ",,($425.00),100.00%,89.17%,$0.00 ,$0.00 
537,Buy,10/3/2019 13:00,Easy_LE,@ES,"$2,905.25 ",$0.00 ,2,"$3,650.00 ",1.26%,"$5,125.00 ",92.34%,,$0.00 ,$0.00 
,Sell,10/7/2019 10:00,_LX..,@ES,"$2,941.75 ",,"$3,650.00 ","$152,575.00 ",,($425.00),73.42%,65.77%,$0.00 ,$0.00 
538,Buy,10/9/2019 11:30,Easy_LE,@ES,"$2,914.00 ",$0.00 ,2,"$3,500.00 ",1.20%,"$3,500.00 ",97.90%,,$0.00 ,$0.00 
,Sell,10/10/2019 11:30,T1_LX...,@ES,"$2,949.00 ",,"$3,500.00 ","$156,075.00 ",,($75.00),100.00%,97.90%,$0.00 ,$0.00 
539,Buy,10/9/2019 11:30,Easy_LE,@ES,"$2,914.00 ",$0.00 ,2,"$5,650.00 ",1.94%,"$8,325.00 ",99.11%,,$0.00 ,$0.00 
,Sell,10/14/2019 10:00,_LX..,@ES,"$2,970.50 ",,"$5,650.00 ","$161,725.00 ",,($75.00),68.15%,67.26%,$0.00 ,$0.00 
540,Buy,10/15/2019 12:30,Easy_LE,@ES,"$3,000.00 ",$0.00 ,4,"($1,150.00)",-0.19%,"$1,300.00 ",35.14%,,$0.00 ,$0.00 
,Sell,10/16/2019 12:30,Easy_SX,@ES,"$2,994.25 ",,"($1,150.00)","$160,575.00 ",,"($2,400.00)",33.78%,-31.08%,$0.00 ,$0.00 
541,Buy,10/17/2019 11:30,Easy_LE,@ES,"$3,002.00 ",$0.00 ,4,"($1,450.00)",-0.24%,$650.00 ,20.97%,,$0.00 ,$0.00 
,Sell,10/18/2019 11:00,Easy_SX,@ES,"$2,994.75 ",,"($1,450.00)","$159,125.00 ",,"($2,450.00)",32.26%,-46.77%,$0.00 ,$0.00 
542,Buy,10/21/2019 11:30,Easy_LE,@ES,"$3,006.00 ",$0.00 ,4,"($1,500.00)",-0.25%,"$2,250.00 ",46.39%,,$0.00 ,$0.00 
,Sell,10/23/2019 10:30,Easy_SX,@ES,"$2,998.50 ",,"($1,500.00)","$157,625.00 ",,"($2,600.00)",22.68%,-30.93%,$0.00 ,$0.00 
543,Buy,10/25/2019 13:30,Easy_LE,@ES,"$3,026.25 ",$0.00 ,4,"$3,150.00 ",0.52%,"$3,950.00 ",75.96%,,$0.00 ,$0.00 
,Sell,10/29/2019 10:30,Easy_SX,@ES,"$3,042.00 ",,"$3,150.00 ","$160,775.00 ",,"($1,250.00)",84.62%,60.58%,$0.00 ,$0.00 
544,Buy,11/1/2019 11:00,Easy_LE,@ES,"$3,062.50 ",$0.00 ,4,"$2,700.00 ",0.44%,"$4,750.00 ",80.51%,,$0.00 ,$0.00 
,Sell,11/5/2019 12:00,Easy_SX,@ES,"$3,076.00 ",,"$2,700.00 ","$163,475.00 ",,"($1,150.00)",65.25%,45.76%,$0.00 ,$0.00 
545,Buy,11/8/2019 16:00,Easy_LE,@ES,"$3,095.25 ",$0.00 ,4,"($2,000.00)",-0.32%,$0.00 ,0.00%,,$0.00 ,$0.00 
,Sell,11/11/2019 10:00,c_LX...,@ES,"$3,085.25 ",,"($2,000.00)","$161,475.00 ",,"($3,500.00)",42.86%,-57.14%,$0.00 ,$0.00 
546,Buy,11/12/2019 11:00,Easy_LE,@ES,"$3,102.75 ",$0.00 ,4,"($2,450.00)",-0.39%,$250.00 ,5.49%,,$0.00 ,$0.00 
,Sell,11/13/2019 10:30,Easy_SX,@ES,"$3,090.50 ",,"($2,450.00)","$159,025.00 ",,"($4,300.00)",40.66%,-53.85%,$0.00 ,$0.00 
547,Buy,11/14/2019 10:30,Easy_LE,@ES,"$3,096.50 ",$0.00 ,4,"$4,350.00 ",0.70%,"$5,200.00 ",69.33%,,$0.00 ,$0.00 
,Sell,11/18/2019 10:00,_LX..,@ES,"$3,118.25 ",,"$4,350.00 ","$163,375.00 ",,"($2,300.00)",88.67%,58.00%,$0.00 ,$0.00 
548,Buy,11/22/2019 11:00,Easy_LE,@ES,"$3,107.00 ",$0.00 ,2,"$3,500.00 ",1.13%,"$3,500.00 ",85.37%,,$0.00 ,$0.00 
,Sell,11/26/2019 11:30,T1_LX...,@ES,"$3,142.00 ",,"$3,500.00 ","$166,875.00 ",,($600.00),100.00%,85.37%,$0.00 ,$0.00 
549,Buy,11/22/2019 11:00,Easy_LE,@ES,"$3,107.00 ",$0.00 ,2,"$3,300.00 ",1.06%,"$3,725.00 ",86.13%,,$0.00 ,$0.00 
,Sell,11/26/2019 14:30,Easy_SX,@ES,"$3,140.00 ",,"$3,300.00 ","$170,175.00 ",,($600.00),90.17%,76.30%,$0.00 ,$0.00 
550,Buy,12/4/2019 10:30,Easy_LE,@ES,"$3,116.00 ",$0.00 ,2,"$3,500.00 ",1.12%,"$3,500.00 ",78.65%,,$0.00 ,$0.00 
,Sell,12/6/2019 11:00,T1_LX...,@ES,"$3,151.00 ",,"$3,500.00 ","$173,675.00 ",,($950.00),100.00%,78.65%,$0.00 ,$0.00 
551,Buy,12/4/2019 10:30,Easy_LE,@ES,"$3,116.00 ",$0.00 ,2,"$3,450.00 ",1.11%,"$3,825.00 ",80.10%,,$0.00 ,$0.00 
,Sell,12/9/2019 10:00,_LX..,@ES,"$3,150.50 ",,"$3,450.00 ","$177,125.00 ",,($950.00),92.15%,72.25%,$0.00 ,$0.00 
552,Buy,12/11/2019 15:30,Easy_LE,@ES,"$3,144.75 ",$0.00 ,2,"$3,500.00 ",1.11%,"$3,500.00 ",91.50%,,$0.00 ,$0.00 
,Sell,12/12/2019 10:30,T1_LX...,@ES,"$3,179.75 ",,"$3,500.00 ","$180,625.00 ",,($325.00),100.00%,91.50%,$0.00 ,$0.00 
553,Buy,12/11/2019 15:30,Easy_LE,@ES,"$3,144.75 ",$0.00 ,2,"$3,225.00 ",1.03%,"$4,250.00 ",92.90%,,$0.00 ,$0.00 
,Sell,12/13/2019 10:30,Easy_SX,@ES,"$3,177.00 ",,"$3,225.00 ","$183,850.00 ",,($325.00),77.60%,70.49%,$0.00 ,$0.00 
554,Buy,12/16/2019 11:00,Easy_LE,@ES,"$3,199.50 ",$0.00 ,4,($600.00),-0.09%,$900.00 ,50.00%,,$0.00 ,$0.00 
,Sell,12/18/2019 10:30,Easy_SX,@ES,"$3,196.50 ",,($600.00),"$183,250.00 ",,($900.00),16.67%,-33.33%,$0.00 ,$0.00 
555,Buy,12/20/2019 10:30,Easy_LE,@ES,"$3,223.50 ",$0.00 ,4,$950.00 ,0.15%,"$1,550.00 ",88.57%,,$0.00 ,$0.00 
,Sell,12/23/2019 10:30,Easy_SX,@ES,"$3,228.25 ",,$950.00 ,"$184,200.00 ",,($200.00),65.71%,54.29%,$0.00 ,$0.00 
556,Buy,12/26/2019 10:30,Easy_LE,@ES,"$3,235.00 ",$0.00 ,4,$150.00 ,0.02%,$700.00 ,66.67%,,$0.00 ,$0.00 
,Sell,12/26/2019 15:00,c_LX...,@ES,"$3,235.75 ",,$150.00 ,"$184,350.00 ",,($350.00),47.62%,14.29%,$0.00 ,$0.00 
557,Buy,12/31/2019 11:30,Easy_LE,@ES,"$3,216.75 ",$0.00 ,2,"$3,500.00 ",1.09%,"$3,500.00 ",94.59%,,$0.00 ,$0.00 
,Sell,1/2/2020 16:00,T1_LX...,@ES,"$3,251.75 ",,"$3,500.00 ","$187,850.00 ",,($200.00),100.00%,94.59%,$0.00 ,$0.00 
558,Buy,12/31/2019 11:30,Easy_LE,@ES,"$3,216.75 ",$0.00 ,2,"$2,125.00 ",0.66%,"$4,250.00 ",95.51%,,$0.00 ,$0.00 
,Sell,1/3/2020 10:30,Easy_SX,@ES,"$3,238.00 ",,"$2,125.00 ","$189,975.00 ",,($200.00),52.25%,47.75%,$0.00 ,$0.00 
559,Buy,1/6/2020 15:00,Easy_LE,@ES,"$3,240.25 ",$0.00 ,4,($150.00),-0.02%,"$1,550.00 ",49.21%,,$0.00 ,$0.00 
,Sell,1/7/2020 10:30,Easy_SX,@ES,"$3,239.50 ",,($150.00),"$189,825.00 ",,"($1,600.00)",46.03%,-4.76%,$0.00 ,$0.00 
560,Buy,1/8/2020 10:30,Easy_LE,@ES,"$3,244.00 ",$0.00 ,2,"$3,850.00 ",1.19%,"$3,850.00 ",88.00%,,$0.00 ,$0.00 
,Sell,1/10/2020 10:00,T1_LX...,@ES,"$3,282.50 ",,"$3,850.00 ","$193,675.00 ",,($525.00),100.00%,88.00%,$0.00 ,$0.00 
561,Buy,1/8/2020 10:30,Easy_LE,@ES,"$3,244.00 ",$0.00 ,2,"$3,150.00 ",0.97%,"$4,025.00 ",88.46%,,$0.00 ,$0.00 
,Sell,1/10/2020 12:00,Easy_SX,@ES,"$3,275.50 ",,"$3,150.00 ","$196,825.00 ",,($525.00),80.77%,69.23%,$0.00 ,$0.00 
562,Buy,1/13/2020 11:30,Easy_LE,@ES,"$3,279.00 ",$0.00 ,4,$350.00 ,0.05%,"$2,050.00 ",85.42%,,$0.00 ,$0.00 
,Sell,1/14/2020 10:00,_LX..,@ES,"$3,280.75 ",,$350.00 ,"$197,175.00 ",,($350.00),29.17%,14.58%,$0.00 ,$0.00 
563,Buy,1/15/2020 11:30,Easy_LE,@ES,"$3,295.75 ",$0.00 ,4,"($1,950.00)",-0.30%,$750.00 ,23.44%,,$0.00 ,$0.00 
,Sell,1/15/2020 15:30,c_LX...,@ES,"$3,286.00 ",,"($1,950.00)","$195,225.00 ",,"($2,450.00)",15.63%,-60.94%,$0.00 ,$0.00 
564,Buy,1/16/2020 10:00,Easy_LE,@ES,"$3,305.50 ",$0.00 ,4,"$3,750.00 ",0.57%,"$4,300.00 ",91.49%,,$0.00 ,$0.00 
,Sell,1/17/2020 12:00,Easy_SX,@ES,"$3,324.25 ",,"$3,750.00 ","$198,975.00 ",,($400.00),88.30%,79.79%,$0.00 ,$0.00 
565,Buy,1/22/2020 14:00,Easy_LE,@ES,"$3,328.75 ",$0.00 ,4,"($3,650.00)",-0.55%,$450.00 ,7.69%,,$0.00 ,$0.00 
,Sell,1/23/2020 10:00,Easy_SX,@ES,"$3,310.50 ",,"($3,650.00)","$195,325.00 ",,"($5,400.00)",29.91%,-62.39%,$0.00 ,$0.00 
566,Buy,1/28/2020 11:00,Easy_LE,@ES,"$3,275.75 ",$0.00 ,4,"($3,500.00)",-0.53%,"$3,500.00 ",39.55%,,$0.00 ,$0.00 
,Sell,1/30/2020 10:00,_LX..,@ES,"$3,258.25 ",,"($3,500.00)","$191,825.00 ",,"($5,350.00)",20.90%,-39.55%,$0.00 ,$0.00 
567,Buy,2/3/2020 11:00,Easy_LE,@ES,"$3,258.00 ",$0.00 ,2,"$3,500.00 ",1.07%,"$3,500.00 ",70.00%,,$0.00 ,$0.00 
,Sell,2/4/2020 10:00,T1_LX...,@ES,"$3,293.00 ",,"$3,500.00 ","$195,325.00 ",,"($1,500.00)",100.00%,70.00%,$0.00 ,$0.00 
568,Buy,2/3/2020 11:00,Easy_LE,@ES,"$3,258.00 ",$0.00 ,2,"$8,475.00 ",2.60%,"$8,800.00 ",85.44%,,$0.00 ,$0.00 
,Sell,2/6/2020 10:00,_LX..,@ES,"$3,342.75 ",,"$8,475.00 ","$203,800.00 ",,"($1,500.00)",96.84%,82.28%,$0.00 ,$0.00 
569,Buy,2/10/2020 15:30,Easy_LE,@ES,"$3,346.50 ",$0.00 ,4,"$3,700.00 ",0.55%,"$6,950.00 ",93.29%,,$0.00 ,$0.00 
,Sell,2/13/2020 10:00,_LX..,@ES,"$3,365.00 ",,"$3,700.00 ","$207,500.00 ",,($500.00),56.38%,49.66%,$0.00 ,$0.00 
570,Buy,2/19/2020 11:30,Easy_LE,@ES,"$3,391.25 ",$0.00 ,4,"($9,550.00)",-1.41%,$600.00 ,5.22%,,$0.00 ,$0.00 
,Sell,2/21/2020 10:00,_LX..,@ES,"$3,343.50 ",,"($9,550.00)","$197,950.00 ",,"($10,900.00)",11.74%,-83.04%,$0.00 ,$0.00 
571,Buy,2/26/2020 11:00,Easy_LE,@ES,"$3,173.00 ",$0.00 ,4,"($24,200.00)",-3.81%,"$1,100.00 ",3.80%,,$0.00 ,$0.00 
,Sell,2/27/2020 10:00,_LX..,@ES,"$3,052.00 ",,"($24,200.00)","$173,750.00 ",,"($27,850.00)",12.61%,-83.59%,$0.00 ,$0.00 
572,Buy,3/2/2020 11:00,Easy_LE,@ES,"$2,983.50 ",$0.00 ,2,"$3,500.00 ",1.17%,"$3,500.00 ",90.91%,,$0.00 ,$0.00 
,Sell,3/2/2020 12:00,T1_LX...,@ES,"$3,018.50 ",,"$3,500.00 ","$177,250.00 ",,($350.00),100.00%,90.91%,$0.00 ,$0.00 
573,Buy,3/2/2020 11:00,Easy_LE,@ES,"$2,983.50 ",$0.00 ,2,"$7,450.00 ",2.50%,"$11,200.00 ",96.97%,,$0.00 ,$0.00 
,Sell,3/3/2020 10:00,_LX..,@ES,"$3,058.00 ",,"$7,450.00 ","$184,700.00 ",,($350.00),67.53%,64.50%,$0.00 ,$0.00 
574,Buy,3/10/2020 11:00,Easy_LE,@ES,"$2,780.50 ",$0.00 ,2,"$3,500.00 ",1.26%,"$3,500.00 ",40.46%,,$0.00 ,$0.00 
,Sell,3/10/2020 15:00,T1_LX...,@ES,"$2,815.50 ",,"$3,500.00 ","$188,200.00 ",,"($5,150.00)",100.00%,40.46%,$0.00 ,$0.00 
575,Buy,3/10/2020 11:00,Easy_LE,@ES,"$2,780.50 ",$0.00 ,2,"$1,925.00 ",0.69%,"$10,200.00 ",66.45%,,$0.00 ,$0.00 
,Sell,3/11/2020 10:00,_LX..,@ES,"$2,799.75 ",,"$1,925.00 ","$190,125.00 ",,"($5,150.00)",46.09%,12.54%,$0.00 ,$0.00 
576,Buy,3/13/2020 10:30,Easy_LE,@ES,"$2,586.25 ",$0.00 ,2,"$3,500.00 ",1.35%,"$3,500.00 ",26.32%,,$0.00 ,$0.00 
,Sell,3/13/2020 16:00,T1_LX...,@ES,"$2,621.25 ",,"$3,500.00 ","$193,625.00 ",,"($9,800.00)",100.00%,26.32%,$0.00 ,$0.00 
577,Buy,3/13/2020 10:30,Easy_LE,@ES,"$2,586.25 ",$0.00 ,2,"($13,900.00)",-5.37%,"$12,025.00 ",34.88%,,$0.00 ,$0.00 
,Sell,3/16/2020 10:00,_LX..,@ES,"$2,447.25 ",,"($13,900.00)","$179,725.00 ",,"($22,450.00)",24.80%,-40.32%,$0.00 ,$0.00 
578,Buy,3/17/2020 12:30,Easy_LE,@ES,"$2,500.25 ",$0.00 ,2,"$3,500.00 ",1.40%,"$3,500.00 ",38.36%,,$0.00 ,$0.00 
,Sell,3/17/2020 15:00,T1_LX...,@ES,"$2,535.25 ",,"$3,500.00 ","$183,225.00 ",,"($5,625.00)",100.00%,38.36%,$0.00 ,$0.00 
579,Buy,3/17/2020 12:30,Easy_LE,@ES,"$2,500.25 ",$0.00 ,2,"($8,175.00)",-3.27%,"$4,525.00 ",23.75%,,$0.00 ,$0.00 
,Sell,3/18/2020 10:00,_LX..,@ES,"$2,418.50 ",,"($8,175.00)","$175,050.00 ",,"($14,525.00)",33.33%,-42.91%,$0.00 ,$0.00 
580,Buy,3/19/2020 12:00,Easy_LE,@ES,"$2,422.75 ",$0.00 ,2,"$3,500.00 ",1.44%,"$3,500.00 ",47.14%,,$0.00 ,$0.00 
,Sell,3/19/2020 15:00,T1_LX...,@ES,"$2,457.75 ",,"$3,500.00 ","$178,550.00 ",,"($3,925.00)",100.00%,47.14%,$0.00 ,$0.00 
581,Buy,3/19/2020 12:00,Easy_LE,@ES,"$2,422.75 ",$0.00 ,2,"($9,175.00)",-3.79%,"$4,625.00 ",31.09%,,$0.00 ,$0.00 
,Sell,3/20/2020 15:00,_LX..,@ES,"$2,331.00 ",,"($9,175.00)","$169,375.00 ",,"($10,250.00)",7.23%,-61.68%,$0.00 ,$0.00 
582,Buy,3/24/2020 11:00,Easy_LE,@ES,"$2,382.00 ",$0.00 ,2,"$3,500.00 ",1.47%,"$3,500.00 ",73.30%,,$0.00 ,$0.00 
,Sell,3/24/2020 12:30,T1_LX...,@ES,"$2,417.00 ",,"$3,500.00 ","$172,875.00 ",,"($1,275.00)",100.00%,73.30%,$0.00 ,$0.00 
583,Buy,3/24/2020 11:00,Easy_LE,@ES,"$2,382.00 ",$0.00 ,2,"$5,050.00 ",2.12%,"$11,575.00 ",82.97%,,$0.00 ,$0.00 
,Sell,3/25/2020 10:00,_LX..,@ES,"$2,432.50 ",,"$5,050.00 ","$177,925.00 ",,"($2,375.00)",53.23%,36.20%,$0.00 ,$0.00 
584,Buy,3/31/2020 12:00,Easy_LE,@ES,"$2,633.50 ",$0.00 ,4,"($4,900.00)",-0.93%,$350.00 ,3.63%,,$0.00 ,$0.00 
,Sell,3/31/2020 14:00,c_LX...,@ES,"$2,609.00 ",,"($4,900.00)","$173,025.00 ",,"($9,300.00)",45.60%,-50.78%,$0.00 ,$0.00 
585,Buy,4/2/2020 12:00,Easy_LE,@ES,"$2,516.00 ",$0.00 ,4,"($1,000.00)",-0.20%,"$5,050.00 ",34.35%,,$0.00 ,$0.00 
,Sell,4/3/2020 10:30,_LX..,@ES,"$2,511.00 ",,"($1,000.00)","$172,025.00 ",,"($9,650.00)",58.84%,-6.80%,$0.00 ,$0.00 
586,Buy,4/6/2020 11:00,Easy_LE,@ES,"$2,604.00 ",$0.00 ,2,"$3,500.00 ",1.34%,"$3,500.00 ",88.61%,,$0.00 ,$0.00 
,Sell,4/6/2020 14:00,T1_LX...,@ES,"$2,639.00 ",,"$3,500.00 ","$175,525.00 ",,($450.00),100.00%,88.61%,$0.00 ,$0.00 
587,Buy,4/6/2020 11:00,Easy_LE,@ES,"$2,604.00 ",$0.00 ,2,"$7,325.00 ",2.81%,"$15,775.00 ",97.23%,,$0.00 ,$0.00 
,Sell,4/7/2020 15:00,_LX..,@ES,"$2,677.25 ",,"$7,325.00 ","$182,850.00 ",,($450.00),47.92%,45.15%,$0.00 ,$0.00 
588,Buy,4/14/2020 14:00,Easy_LE,@ES,"$2,847.50 ",$0.00 ,4,"($13,000.00)",-2.28%,"$2,050.00 ",11.99%,,$0.00 ,$0.00 
,Sell,4/15/2020 10:00,_LX..,@ES,"$2,782.50 ",,"($13,000.00)","$169,850.00 ",,"($15,050.00)",11.99%,-76.02%,$0.00 ,$0.00 
589,Buy,4/17/2020 10:30,Easy_LE,@ES,"$2,846.75 ",$0.00 ,2,"$3,500.00 ",1.23%,"$3,500.00 ",71.43%,,$0.00 ,$0.00 
,Sell,4/17/2020 16:00,T1_LX...,@ES,"$2,881.75 ",,"$3,500.00 ","$173,350.00 ",,"($1,400.00)",100.00%,71.43%,$0.00 ,$0.00 
